cleaned_text,emotions,emotion_encoded
also miss old curious child within feel curious child inside dying slowly upon shock knowing world beautiful thought,surprise,5
feeling content happy,joy,2
feel like getting terrific recruiter basketball coach person,joy,2
got back another miler faster yesterday im feeling amazing,surprise,5
im feeling adventurous might even make multiple tiers,joy,2
wouldnt say suffer social discomfort moment ive found places feel comfortable even people accepted way,joy,2
feeling cool night got right,joy,2
feeling love towards becomes somewhat vicious circle resulting feeling lazy complacent general de motivated,anger,0
cant write review book adore unless feeling adoring mood moment,love,3
feeling insecure sensitive,fear,1
feel useless days,sadness,4
feel unloved unlovable,sadness,4
feel special href http facsimilogos,joy,2
feel pretty strongly giveaway gain numbers,joy,2
feel really honoured part inaugural race sense proud local runners able show trails host event,joy,2
feel stop obnoxious think least,anger,0
didint feel love caring,love,3
feel like bit ungrateful fool written anything last week,sadness,4
even dare try explain words feel gorgeous boy house every day holding hand lifes dismays,joy,2
feeling sorts restless,fear,1
im feeling little dissatisfied,anger,0
feel helpless right,fear,1
feel like ive come long way im proud ive achieved week year well,joy,2
feeling anxious song came radio soon got car,fear,1
feel numb end world know feel numb href http leslielandberg,sadness,4
awful year racing feeling exhausted time,sadness,4
going trials feeling troubled something love put worship music driving really think words sing pray go,sadness,4
able lot stuff people managed various points lives feel missed lot life know current path ticket live live want,sadness,4
im feeling hopeful relieved,joy,2
feel might lost potty training train,sadness,4
im afraid call guy yesterday think hell angry think boss angry dont communicate feel like im shitty job project fears onto,sadness,4
always feel dull morning,sadness,4
lost words tell agonising pain feel sorrowful heart heart darkness,sadness,4
feel lashes rude,anger,0
feel groggy sorts episode counting fact got scared last night,sadness,4
know picnic feel defeated get first contraction immediately decide go epidural induced c section whatever may,sadness,4
feel vital importance stress show love towards one another genuine love please people otherwise feel free go cold like misled,joy,2
feel bit calm,joy,2
feeling brave would try pick running,joy,2
asthma barely breathe hard feel shaky weak feel like anything lie helplessly feel like collapesing much reseach got nothing,fear,1
walked refuge feeling perfect shelter storm,joy,2
find helps let go self saying let done mine feeling particularly impatient god time time,anger,0
inspired looking ideas images feel dont appreciate anymore become useless purely skill driven nothing thought,sadness,4
become someone else make random awkward jokes honestly feeling strange feels like top cloud,fear,1
hope get job cause im desperate need money feel greedy,anger,0
feel like im hated girls becoz im good dancer,sadness,4
feel like living austin really sweet ways,love,3
think itd easier parents argued could feel rebellious something p right feel like burden,anger,0
think im making feeling like missed autumn great colours,sadness,4
blamed people around making feel less valued stay home mom,joy,2
feel weekend going slutty one,love,3
get impression banjo really feeling molly still prefers beloved katy perry purrrr,love,3
didnt get prank anyone throughout whole day cos either busy feeling creative,joy,2
wish could go could hair makeup feel cute flirt talk stuff never occurs,joy,2
feeling particularly optimistic today every reason look forward amazing things,joy,2
feel books always wonderful gift baby,joy,2
told willing whatever took feel horrible every day,sadness,4
feeling cold towards partner although didnt think presented way felt like fake feelings didnt love anymore,anger,0
feel ok must reason outrageously priced,joy,2
really feel superior,joy,2
feel like line perfect,joy,2
lie feels belly listens babys heartbeat gets mad sitting without rolling onto side first tells theres protein urine nothing worried though asks anything bothering,anger,0
left feeling absoloutely devastated,sadness,4
stiffen fight feel bad behaving way naturally behave,sadness,4
work well almost every client ive ever contact know means feel depressed angry frustrated irritated hopeless apathetic feel daily,sadness,4
hear someone say let gardeners let folks whatever want feel pretty aggravated,anger,0
im feeling appreciative every experience life brought today,joy,2
feel affectionate toward,love,3
feel really shitty seriously like whole thing ruined,sadness,4
always feel love something much vaster could explore together perhaps make life something worthwhile late,joy,2
feel useless bachelors masters,sadness,4
stopped began telling wanted feel peaceful,joy,2
acted withdrawn cold towards others situations required empathy dont care dont always feel feelings fake,sadness,4
feel like nailed marriage house parts life happy content possibly aspects,joy,2
tell people feel like one sweet southern mess right,joy,2
feel folks tender plantings may set soon might actually dip freezing next nights,love,3
really feel pissed want spend time,anger,0
feel calm okay sometimes get sad,joy,2
went outside shut hens tempted brilliance stars walk across frozen fields feeling cold looking sky,anger,0
im feeling little lethargic,sadness,4
also feel passionate teaching,love,3
woke feeling little disturbed,sadness,4
take jenny spayed course im feeling nervous guilty,fear,1
received slightly belated message back daniel feel lot reassured im one thinks l emotionally insensitive,joy,2
encountered much dreams thrilled left feeling even terrified,fear,1
work like crazy extra stuff around house volunteering serving people attempt feel productive useful someone anyone pleeeeeease,joy,2
started questioning god feeling worthless even jealous others come parenthood easily,sadness,4
help feeling curious,surprise,5
feeling appreciative today,joy,2
feel kinda bitchy cranky need try take nap,anger,0
declined purchase time enjoyed feeling squishing project thinking divine yarn,joy,2
feel like add little bit shield cold fabric great wicking away sweat,anger,0
feel much relaxed going race,joy,2
feel needs clever title cant think one,joy,2
feel kind shamed,sadness,4
felt like id developed feelings guy thus explaining id even follow guy like faithful puppy dog never knew,joy,2
feel like im distracted days,anger,0
always feel sympathetic well life really hard sometimes alot pride,love,3
serious injuries setbacks infection foot couple months ago noticed knees inner foot started ache feel tender longer runs,love,3
feel like nine times long determined keen tends work anyway,joy,2
im feeling absolutely amazing,surprise,5
got shot terbutaline makes feel shaky makes heart race like drank cups coffee,fear,1
stressed job search apartment hunting feeling overwhelmed everything going,fear,1
ive feeling mad,anger,0
havent sick winter often since quit smoking years ago seldom fact get sick feel outraged hows rational thinking,anger,0
im feeling romantic thought id show easy last minute presents fashion ideas valentines day,love,3
feel restless bored im danger giving good work,fear,1
need step game im feeling like cant bothered,anger,0
feel like im unwelcome,sadness,4
feel uncomfortable carrying volvo belly nice tidy looks unsimilar beer gut dad nice hard round waddle like,fear,1
im happy report im still feeling terribly stressed,sadness,4
feel loyal micah,love,3
feel vital importance care know stuff,joy,2
feel slightly weird costume,fear,1
didnt want spending days working job didnt enjoy come home feeling stressed tired able give daughter attention deserved,anger,0
noticed fingers toes get cold almost feel numb,sadness,4
always buy couple pork loins go sale feeling clever cut half tuck gallon size ziplocks marinade stuff freezer,joy,2
feel extremely disappointed took granted,sadness,4
feel like everything hope become piller life cling despise clinging something like hopeless fucking baby,sadness,4
dont know feel virtuous accept reward,joy,2
feel like truly get excited race idea whether even able run,joy,2
usually end sitting desk feeling like work unimportant tasks browsing internet,sadness,4
feel like mom compassionate smart stable human,love,3
feel elegant dress,joy,2
still feel like lot left keep entertained,joy,2
werent feeling crappy enough aunt flo decided show im bloated like balloon,sadness,4
feeling overwhelmingly anxious went room read bible pray,fear,1
write giggle shake head humbling shame way feel somewhat triumphant,joy,2
said something familiar would love present feel anxious time,fear,1
write th post feel extremely delighted buy little corner blogger world,joy,2
know else describe except say feeling three weeks beloved grandmother passed away,joy,2
learning learning lesson matter feel even others may feel treasured god,love,3
know feel losing control trusting catch comes apart,joy,2
said feel free contact something interested finding,joy,2
lie bed knowing holy spirit got work feel burdened working hard enough,sadness,4
feel successful attempts im starting connect fact people want hear music perfection whatever,joy,2
feel like pleasant nearly transparent presence lobelia though presence necessary nonetheless,joy,2
cant feel anything like said everything always hurt bad,sadness,4
grave feeling back tomorrow strangely enough accepted,joy,2
blessed running th time could feeling anything thankful many gifts race given,joy,2
suggest take look feel curious enough know things specific english words related familiar diseases,surprise,5
type words feel like surprised,surprise,5
know sucker overhead feel triumphant,joy,2
plan obtaining mba mba program feel valuable outcomes would like,joy,2
feel bit lonely writing face face someone cant get feedback,sadness,4
great friends great housemates listened feel reminded unimportant enjoy life proud,sadness,4
learnt best friend failed exams,anger,0
told gerry yesterday feel isolated fault,sadness,4
feel days living fears another way dying time today declaring fearless,joy,2
started feel like going mad sure could see stars floating water whenever went grab one came nothing,anger,0
basically spent miserable night crying feeling terrified sick stomach,fear,1
feeling past days little distressed writing much,fear,1
im feeling jolly warm inside feel empty,joy,2
wanted read books watch tv feel miserable,sadness,4
feeling little fearful trying eat damn thing,fear,1
feel unwelcome apartment certainly,sadness,4
took care avoiding family events make feel shitty,sadness,4
body scan realized everything feeling amazing,surprise,5
feel much energized gloomy rainy autumn day,sadness,4
im sure feel fine morning,joy,2
look others feel jealous,anger,0
feel like moronic bastard,sadness,4
care read feel around guys feel hated,sadness,4
feel pressure funny time,surprise,5
im okay getting married whirlwind style courthouse going kentucky live im still feeling hurt betrayal secretive style adopted,sadness,4
feel important question would handle,joy,2
feel pretty doesnt matter un glamorous task,joy,2
could feel sincere enthusiasm people got involved project,joy,2
feel remorseful crimes committed intentionally unintentionally whether known known,sadness,4
quite figure feel devastated like lucy sure easier first time,sadness,4
feeling depressed cursing luck,sadness,4
feel truly heartbroken hyun joongs fans hateful,sadness,4
feel guilty wont able give little one amount time,sadness,4
know fact treated everyone way love seemed boundless also made feel important,joy,2
im feeling little anxious whole thing,fear,1
sure meant celebration various shades red feel insulted,anger,0
however totally petrified feeling scared death giving releasing afraid wouldnt able cap,fear,1
know feel vulnerable,fear,1
feeling melancholy alone,sadness,4
im feeling exponentially useless farm day passes,sadness,4
would point really could used bit attention writing aspect feels bit dull places,sadness,4
love hearty chat mean everything say laugh heart gut w e wan na let person feel im entertained,joy,2
also know today refuse hate jews anybody else know feels hated,sadness,4
feeling spark sure going ever turn flame,joy,2
roll tongue labia sucking nibbling drawing flesh mouth letting feel delicate pinch teeth,love,3
feel frustrated long weekday dont really plenty rest right keeps coming room,anger,0
feel like ive neglectful,sadness,4
feel like boring blogger lately,sadness,4
soon realized initial attraction activity feels playful often followed desire practice perfect talent led original enjoyment,joy,2
always feel little jealous son joined church went almost directly young women didnt learn primary songs,anger,0
feel though worthwhile career wise,joy,2
still feel like enough keep entertained still keep dusted,joy,2
always feel like amazing style days choose comfort anything else one thing feel makes difference feel makeup,joy,2
feel numb dont experience anything numbness always feels something going go wrong,sadness,4
im feeling weepy already,sadness,4
look utter horror see man holding elevator door open instead feeling terrified even telling guy get elevator imagine elevator chewing like metallic pacman pacquiao yellow guy,fear,1
havent needed pain meds maybe chillax wine feeling elegant like,joy,2
feel virtuous tough wear hat jeans tshirt without worrying,joy,2
disagree parents many issues sometimes let know feelings unkind ways,anger,0
go without new post guilty feel leaving loyal readers dark progress crazy quest set days ago,love,3
feel eager prove friend im like,joy,2
admit feel teensiest bit envious friends live,anger,0
feel easily like gentle rain warms earth brings laughter delight pause take notice blessing,love,3
hate feelings heart hate work stressed hate cornelius wont let get way im frustrated lord,sadness,4
im still feeling pretty low demotivated including ups,sadness,4
breathe feelings body resisting mind clever attempts analyse feeling,joy,2
ill likely post later feel free ask questions,joy,2
always end feeling unwelcome sad,sadness,4
feel amazing musicjuzz,joy,2
feel giggly reading comment tags,joy,2
must add crowd similar last night except much laid back stoner feel supporting cast parents escaped kids,love,3
made feel excited life,joy,2
feeling regretful recently know back abuse fault happen,sadness,4
feeling terrific,joy,2
feel quite glamorous dress,joy,2
feel like wouldnt longing could baby new experience together,love,3
feeling lot positive future virtual birth unit simulation midwifery education,joy,2
want feeling caring unnecessary stuff like felt,love,3
feel keen leave country atm,joy,2
knowing day still makes feel shy,fear,1
decided actually paint piece common canvas painting canvas make feel artistic,joy,2
really need find nitch vt feel lonely bored taking toll href http twitter,sadness,4
felt apprehensive regards party oftentimes past men made feel resentful towards attended,anger,0
feel peaceful happy,joy,2
feeling pretty distracted things going felt good go clear mind,anger,0
thought maybe started running would feel ok,joy,2
feel dirty spending day mk show buddy decided would get two player starter us luckily us liked everblight liked circle maybe tad much worked well,sadness,4
chance difficult accommodate feeling jehovah benevolent lord,joy,2
say things want without even thinking person would feel rude right,anger,0
feeling divine vibrations,joy,2
feel unimportant spends nights sara get phone call,sadness,4
dont know let go feel vain wait stay vain,sadness,4
feel lucky get experience joy sssas every day,joy,2
feel boring time,sadness,4
im one feel bothered,anger,0
feel frustration time calm hell,joy,2
slowly realized even next day six hour effects worn feeling energetic could concentrate working emotional crap better,joy,2
gifted one books feeling bit intimidated take intricate work,fear,1
feel presence divine buried inside smiling sweat dripping eager mouth,joy,2
entered office though feeling monday blues joyful serene spirit dominating,joy,2
feel shy also little concerned whether new title distance away people care,fear,1
feel productive active balance need,joy,2
need break im feeling stressed,anger,0
ive taken yoga classes years past days feeling anxious abou,fear,1
sitting couch im feeling rather ashamed get act things slap,sadness,4
feel ashamed tried best help,sadness,4
feel glad im able time spend time family,joy,2
carrot sticks program want eat super low gi veggies carrots relatively high sugar however convenient later another shake still feeling pretty lousy,sadness,4
feel watching grow self assured life loving boy,joy,2
feeling might taken truthful sincere compliment would,joy,2
feel dull pain reason,sadness,4
feel like im working half voice caleb make really wonderful night comus inn,joy,2
feel lost found november told jamie several times,sadness,4
feel like pains imagine becoming passionate group idea causing pain,joy,2
feel comfortable huge niche market waiting explored,joy,2
feel leaving work hot complicated tempered disquiet future feels hands,love,3
asked toast champagne death bed remember feeling disgusted,anger,0
remember feeling relaxed last summer boat,joy,2
dont really know ive also feeling really rebellious,anger,0
get scared feel ignored feel happy get silly choke words make wishes dreams still want believe anything could happen world ordinary girl like like ordinary girl like like,sadness,4
sure feel think felt like already knew already sort accepted,joy,2
remember moved cant remember feel foolish,sadness,4
feeling little lot lost,sadness,4
stupid said yes made feel idiotic didnt stick guns set,sadness,4
im feeling little hopeful future career,joy,2
ive got sale ad says starting tomorrow im feeling generous started,love,3
often feel discouraged frustrated want life right,sadness,4
nothing today feel little regretful,sadness,4
ever recognized feel passionate something music,love,3
im upset really feel like blank years years old,sadness,4
feel acceptable significant modernization storyline detraction,joy,2
im feeling pretty homesick week suppose thats expected,sadness,4
dont know wrong past days almost feel homesick havent even left australia yet,sadness,4
feel cranky tonight im really updating properly,anger,0
always feel stupid afterwards,sadness,4
feel appalled right,anger,0
feel underappreciated valued,joy,2
im ok feels little weird,surprise,5
never feel shy call send billion text messages wont bugging,fear,1
feel enraged amount people participating chance break things treat tourist event,anger,0
actually feel halfway benevolent,joy,2
like church sundays makes feel virtuous self effacing settled week ahead,joy,2
thinking fact xanax slows system allows feel relaxed also might leave enough energy motivation,joy,2
im crashing feel irritable estrogen ish,anger,0
ignore voice well knowing matter feel humiliated request like feeling welcome flushed hot feeling embarrassment arouse,sadness,4
feel rotten remind fruit spoil,sadness,4
guess could described really feeling like part popular bands comers growing local band,joy,2
top game fingers feel strong loose,joy,2
realized would sad leave plane soon feeling unloved rejected need transfer feelings sadness children left behind know love appreciate father,sadness,4
choose tell whole word im feeling fake happy stories,sadness,4
never dreamed would busy soon new year loving feeling gracious fortunate,joy,2
still feeling tad strange pearly whites,surprise,5
feel pathetic useless unable anything,sadness,4
ive hour weeks ill get paid extra time starting feel bit abused putting lot pressure look kids cooking cleaning,sadness,4
feel inside cause life like game sometimes came around walls disappeared nothing surround keep fears im unprotected see ive opened youve made trust,fear,1
feeling distracted yesterday,anger,0
feel needy latley,sadness,4
feel reassured behavior matter definitely continue business,joy,2
feeling bit jaded day told hell,sadness,4
feel bouncy could easily run hours,joy,2
dont really care dont feel proud,joy,2
ive started feeling like almost nothing worth getting agitated,fear,1
im polyamorous something im starting feel truly accepted,love,3
feel like room messy theyre open,sadness,4
feel rebellious wish could things legally cant smoke drink drive,anger,0
know feel sure feel sad cause ending feel glad move,joy,2
feel discontent guilty pathetic lonley hate,sadness,4
see nice words keep heart feeling wonderful,joy,2
feel intimidated overwhelmed information though,fear,1
mean get angry bommie control feelings hellip hated like dara get b,sadness,4
got house feeling fairly calm photographer weaving way bridesmaids touch ups dad telling story mom running house manage go list bridesmaids start clamoring dress,joy,2
feel could gentle light future,love,3
feel really selfish feel guilty think hurting,anger,0
feel emotional today,sadness,4
feel foolish look facebook page see many friends love much would someone like want,sadness,4
im feeling good days complaints getting harder harder move around chase stone getting harder harder find clothes fit,joy,2
ive feeling groggy whole day,sadness,4
feel gorgeous yes,joy,2
feeling little apprehensive whole thing,fear,1
feel bassanio sincere wooing portia,joy,2
feel hopeless sometimes,sadness,4
cooking dinner feeling pretty melancholy zane lowe gave first spin radio one show tuesday song matched mood perfectly,sadness,4
gaining weight getting lot stronger feeling amazing,joy,2
feeling amazing seeing difference,surprise,5
im feeling playful href http,joy,2
check sleeping feel nose toes sure hot cold,joy,2
send children private school apologize explain feel embarrassed choice,sadness,4
remember wanting fit bad feeling like one liked,love,3
also feel helped newbie bloggers connect feel welcomed immediately,joy,2
feel divine ways one,joy,2
feeling disheartened going dates feel meeting anyone clicked would consider long term relationship,sadness,4
still feel aching loneliness quiet hospital room,sadness,4
feeling especially brave asked take engagement photos hawaii,joy,2
see turns talk right feeling proud scared little sick think adrenaline though,joy,2
im feeling damn gloomy,sadness,4
feel warmth gentle sun,love,3
guess long table policy discussions working fighting change within american theater feel im devoted get behind though seems slanted,love,3
feeling optimistic blue skies wind temperatures hovering degrees,joy,2
also feel need mention animators pixar sure outdid time,joy,2
feeling playful day replied lighthearted bit banter unwittingly replacing question mark solid check mark voice right funny yet informational dummies series,joy,2
feeling rather cranky cos thinking lack sleep bah,anger,0
feel scared anxious,fear,1
feel really valuable contemplate phrase thy done lives,joy,2
spent last night couch feeling like suffering hypothermia house remained balmy,sadness,4
dont want always judgmental particular men scenarios often see area much trafficking forced sex work basically amounts slavery hard feel slightly embittered disillusioned,sadness,4
strong feelings book neither hated loved,anger,0
blunder life ignoring pain possible feeling dull ache like hearing slightest echo scream far away,sadness,4
im feeling cooped impatient annoyingly bored,anger,0
im able refine poses concepts without feeling rushed,anger,0
im thinking well could bit smaller health reasons see doctor regularly im feeling crappy,sadness,4
came airport makes feel irritable uncomfortable even sadder,anger,0
wasnt feeling sociable really wasnt,joy,2
im feeling scared rage filled im mad,fear,1
found fighting back wakes sleep time time feeling hurt sting abandonment first love,sadness,4
feel defeated take advil suppose get inflammation inside well outside necessary,sadness,4
kinda feeling ignored,sadness,4
really feel like gentle reminders god hasnt always promised easy road promised us travel rough ones,love,3
dont blame im angry infact feel fairly sympathetic,love,3
feel tortured delilahlwl considering one day one closest friends raping killing chicks,anger,0
told fiance feeling angry upset,anger,0
feel suffering,sadness,4
keep feeling like someone unkind wrong think get back people close,anger,0
im feeling little cranky negative doctors appointment,anger,0
feel useful people gives great feeling achievement,joy,2
im feeling comfortable derby feel though start step shell,joy,2
feel weird meet w people text like dont talk face face w,fear,1
